Nama,URL,Lokasi,Tipe Kuliner,Rasa,Suasana,Harga : Rasa,Pelayanan,Kebersihan,Jam Buka,Pembayaran,Fasilitas,Alamat,Telepon,Price per Person
"Clovia - Mercure Jakarta Sabang 
                [ Barat,Arab/Timur Tengah,Indonesia ]",https://pergikuliner.com/restaurants/jakarta/clovia-mercure-jakarta-sabang-menteng,Menteng ," Barat,Arab/Timur Tengah,Indonesia",4.0,4.4,4.1,4.2,4.3,Senin - Minggu (06:00 - 23:00),"Tunai, Visa, Master, Debet",WifiArea merokokArea outdoor100% HalalRuang VIPBisa reservasiArea parkirAlkohol,"Mercure Jakarta SabangJl. H. Agus Salim No. 11, Menteng, Jakarta Pusat",021 3503066,Rp. 100.000 - Rp. 200.000 /orang
"Djournal Coffee 
                [ Kafe ]",https://pergikuliner.com/restaurants/jakarta/djournal-coffee-blok-m,Blok M , Kafe,4.4,4.0,4.2,4.2,4.1,Senin - Minggu (08:00 - 20:00),"Tunai, Visa, Master, Debet",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"Pasaraya Grande, Lantai GroundJl. Iskandarsyah II, Blok M, Kebayoran Baru, Jakarta Selatan",021 29306936,Rp. 50.000 - Rp. 100.000 /orang
Kultur Haus,https://pergikuliner.com/restaurants/surabaya/kultur-haus-mulyorejo,,,4.1,4.5,3.5,4.1,4.1,"Senin - Jumat (09:00 - 24:00), Sabtu - Minggu (07:00 - 24:00)","Tunai, Visa, Master, Debet",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"One EastJl. Kertajaya Indah No. 79, Mulyorejo, Surabaya","031 60010609,  085236851663",Rp. 50.000 - Rp. 100.000 /orang
"Genki Sushi 
                [ Jepang ]",https://pergikuliner.com/restaurants/jakarta/genki-sushi-grand-indonesia-thamrin,Thamrin , Jepang,4.0,4.1,3.7,4.1,4.1,Senin - Minggu (10:00 - 22:00),"Tunai, Visa, Master, Debet",Area parkirAlkohol,"Grand Indonesia Mall, Lantai 2, West Mall, SEIBUJl. MH Thamrin, Thamrin, Jakarta Pusat",021 23580157,Rp. 100.000 - Rp. 200.000 /orang
"Fukuro 
                [ Jepang ]",https://pergikuliner.com/restaurants/jakarta/fukuro-scbd,SCBD , Jepang,4.3,4.4,3.4,4.3,4.2,Senin - Minggu (11:00 - 22:00),"Tunai, Visa, Master, Debet",WifiArea merokok100% HalalRuang VIPBisa reservasiArea parkirAlkohol,"Fairgrounds, SCBD Lot 14Jl. Jenderal Sudirman Kav. 52 - 53, SCBD, Kebayoran Baru, Jakarta Selatan","021 51400821,  089504223734",Di atas Rp. 200.000 /orang
"Bang Sate Bang 
                [ Indonesia ]",https://pergikuliner.com/restaurants/bandung/bang-sate-bang-burangrang,Burangrang , Indonesia,4.3,3.8,4.0,4.2,4.0,"Senin - Kamis (10:00 - 21:00), Jumat - Minggu (10:00 - 22:00)","Tunai, Debet, Go-pay, Ovo, Dana",Area merokok100% HalalBisa reservasiArea parkir,"Jl. Burangrang No. 38, Burangrang, Bandung",085173210880,Di bawah Rp. 50.000 /orang
"Marugame Udon 
                [ Jepang ]",https://pergikuliner.com/restaurants/jakarta/marugame-udon-puri-2,Puri , Jepang,4.4,3.8,4.0,4.0,4.0,Senin - Minggu (10:00 - 22:00),"Tunai, Visa, Master, Debet, Go-pay, Ovo",100% HalalBisa reservasiArea parkir,"Puri Indah Mall, Lantai 2Jl. Puri Indah Raya, Puri, Jakarta Barat","021 58352247,  08113483532",Rp. 50.000 - Rp. 100.000 /orang
"Sushi Tei 
                [ Jepang ]",https://pergikuliner.com/restaurants/tangerang/sushi-tei-gading-serpong,Gading Serpong , Jepang,4.2,4.0,3.8,4.2,4.1,Senin - Minggu (10:00 - 22:00),"Tunai, Visa, Master, Debet",100% HalalRuang VIPBisa reservasiArea parkir,"Summarecon Mall Serpong, Lantai 1Jl. Gading Serpong Boulevard, Gading Serpong, Serpong, Tangerang",021 29310500,Rp. 100.000 - Rp. 200.000 /orang
"Braga Art Cafe 
                [ Kafe ]",https://pergikuliner.com/restaurants/bandung/braga-art-cafe-braga,Braga , Kafe,4.3,4.4,3.9,3.8,4.1,Senin - Minggu (10:00 - 23:00),"Tunai, Visa, Master, Debet, Go-pay, Ovo, Dana",WifiArea merokok100% HalalBisa reservasiArea parkirAlkohol,"Jl. Braga No. 68, Braga, Bandung",082218418152,Rp. 50.000 - Rp. 100.000 /orang
"Starbucks 
                [ Kafe ]",https://pergikuliner.com/restaurants/tangerang/starbucks-alam-sutera-3,Alam Sutera , Kafe,4.4,4.3,3.4,4.4,4.1,Senin - Minggu (10:00 - 22:00),"Tunai, Visa, Master, Debet",WifiArea merokokArea outdoor100% HalalArea parkir,"Living World, Lantai Ground, The GardenJl. Alam Sutera Boulevard, Alam Sutera, Serpong, Tangerang Selatan",Tidak Ada No Telepon,Rp. 50.000 - Rp. 100.000 /orang
"Sai Ramen 
                [ Jepang ]",https://pergikuliner.com/restaurants/jakarta/sai-ramen-cakung,Cakung , Jepang,4.7,5.0,5.0,5.0,4.7,Senin - Minggu (10:00 - 22:00),"Hanya Non-Tunai: Visa, Master, Debet, Go-pay, Ovo, Dana",100% HalalBisa reservasiArea parkir,"AEON Mall Jakarta Garden City, Lantai GroundJl. Jakarta Garden City, Cakung, Jakarta Timur",081385378673,Rp. 50.000 - Rp. 100.000 /orang
"Nijuugo 
                [ Jepang ]",https://pergikuliner.com/restaurants/bandung/nijuugo-riau,Riau , Jepang,4.1,4.1,3.4,4.2,4.2,"Senin - Jumat (11:00 - 21:00), Sabtu - Minggu (11:00 - 21:30)","Tunai, Debet, Go-pay, Ovo, Dana",WifiArea merokokArea outdoor100% HalalRuang VIPBisa reservasiArea parkir,"Jl. Bengawan No. 25, Riau, Bandung",081122224529,Rp. 50.000 - Rp. 100.000 /orang
"Starbucks Reserve 
                [ Kafe ]",https://pergikuliner.com/restaurants/jakarta/starbucks-reserve-kelapa-gading,Kelapa Gading , Kafe,4.0,4.0,3.7,4.3,4.1,"Senin - Kamis (07:00 - 22:00), Jumat - Sabtu (07:00 - 23:00), Minggu (07:00 - 22:00)","Tunai, Visa, Master, Debet",WifiArea merokokArea outdoor100% HalalArea parkir,"Mal Kelapa Gading 3, Lantai GroundJl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",021 45855009,Rp. 50.000 - Rp. 100.000 /orang
"3Point Cafe & Resto 
                [ Kafe ]",https://pergikuliner.com/restaurants/jakarta/3point-cafe-dan-resto-tebet,Tebet , Kafe,4.8,4.8,4.3,4.8,4.5,Senin - Minggu (10:00 - 22:00),"Tunai, Visa, Master, Debet, Go-pay, Ovo, Dana",WifiArea merokokArea outdoor100% HalalRuang VIPBisa reservasiArea parkir,"Jl. Tebet Raya No. 90, Tebet, Jakarta Selatan",085958978421,Rp. 50.000 - Rp. 100.000 /orang
"Five Monkeys 
                [ Barat ]",https://pergikuliner.com/restaurants/bandung/five-monkeys-citarum,Citarum , Barat,4.8,4.5,4.8,4.5,4.5,Senin - Minggu (11:00 - 21:00),"Tunai, Debet",Area merokokArea outdoor100% HalalArea parkir,"GlosisJl. Citarum No. 12, Citarum, Bandung",Tidak Ada No Telepon,Rp. 50.000 - Rp. 100.000 /orang
"Wu Fuk Noodle House 
                [ China ]",https://pergikuliner.com/restaurants/jakarta/wu-fuk-noodle-house-sunter,Sunter , China,4.3,3.7,4.0,4.1,4.0,Senin - Minggu (06:30 - 21:30),"Tunai, Visa, Master, Debet, Go-pay, Ovo, Dana",WifiArea merokokArea outdoor100% HalalRuang VIPBisa reservasiArea parkir,"Ruko Metro SunterJl. Danau Sunter Utara Blok B No. 22, Sunter, Jakarta Utara","021 6511679,  08528393788",Di bawah Rp. 50.000 /orang
"Shaburi & Kintan Buffet 
                [ Jepang ]",https://pergikuliner.com/restaurants/depok/shaburi-dan-kintan-buffet-beji,Beji , Jepang,4.6,4.0,3.9,4.1,4.2,Senin - Minggu (10:00 - 22:00),"Tunai, Visa, Master, Debet",100% HalalBisa reservasiArea parkir,"Margo City, Lantai 1Jl. Margonda Raya, Beji, Depok",021 78870912,Di atas Rp. 200.000 /orang
"Gotti Pizza & Coffee 
                [ Italia ]",https://pergikuliner.com/restaurants/depok/gotti-pizza-dan-coffee-depok-ii-tengah,Depok II Tengah , Italia,4.0,4.3,4.4,4.0,4.2,Senin - Minggu (12:00 - 21:00),"Tunai, Debet, Go-pay, Ovo, Dana",Area merokokArea outdoor100% HalalBisa reservasiArea parkir,"Jl. M. Yusuf Raya No. 6, Depok II Tengah, Sukmajaya, Depok",087787242177,Rp. 50.000 - Rp. 100.000 /orang
"Sushi Tei 
                [ Jepang ]",https://pergikuliner.com/restaurants/jakarta/sushi-tei-scbd,SCBD , Jepang,4.3,4.5,3.8,3.8,4.3,Senin - Minggu (10:30 - 22:00),"Tunai, Visa, Master, Debet",100% HalalRuang VIPBisa reservasiArea parkir,"Pacific Place Mall, Lantai 5Jl. Jenderal Sudirman, SCBD, Kebayoran Baru, Jakarta Selatan",021 57973011,Rp. 100.000 - Rp. 200.000 /orang
"La Ricchi Ice Cream 
                [ Es Krim ]",https://pergikuliner.com/restaurants/jakarta/la-ricchi-ice-cream-pluit,Pluit , Es Krim,4.4,3.6,4.1,4.3,4.0,Senin - Minggu (10:00 - 21:00),"Tunai, Debet",100% HalalArea parkir,"Emporium Pluit Mall, Lantai 4, Food EmpireJl. Pluit Selatan Raya, Pluit, Penjaringan, Jakarta Utara",021 29071909,Di bawah Rp. 50.000 /orang
"Sushi Tei 
                [ Jepang ]",https://pergikuliner.com/restaurants/surabaya/sushi-tei-tegalsari,Tegalsari , Jepang,4.2,4.2,3.7,3.9,4.3,Senin - Minggu (10:00 - 22:00),"Tunai, Visa, Master, Debet, Go-pay, Ovo, Dana",100% HalalBisa reservasiArea parkir,"Tunjungan Plaza 5, Lantai 5Jl. Basuki Rahmat No. 8 - 12, Tegalsari, Surabaya",031 5318118,Rp. 100.000 - Rp. 200.000 /orang
"Ramen 1 
                [ Jepang ]",https://pergikuliner.com/restaurants/bogor/ramen-1-bogor-timur,Bogor Timur , Jepang,4.3,4.2,4.7,4.3,4.5,Senin - Minggu (10:00 - 21:00),"Tunai, Debet",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"Lippo Plaza Ekalokasari, Lantai GroundJl. Siliwangi No. 123, Bogor Timur, Bogor",0251 8362907,Rp. 50.000 - Rp. 100.000 /orang
"Zapoli Pizzeria 
                [ Italia ]",https://pergikuliner.com/restaurants/jakarta/zapoli-pizzeria-kemang,Kemang , Italia,4.5,4.5,4.3,4.2,4.2,"Selasa - Jumat (17:00 - 22:00), Sabtu - Minggu (12:00 - 22:00), Senin Tutup","Tunai, Visa, Master, Debet",WifiArea merokok100% HalalArea parkir,"PIZZERIA by Pizza PlaceJl. Kemang Timur No. 36D, Kemang, Jakarta Selatan",08111190721,Rp. 50.000 - Rp. 100.000 /orang
"Bakso Sumsum Cap Kepala Sapi 
                [ Indonesia ]",https://pergikuliner.com/restaurants/jakarta/bakso-sumsum-cap-kepala-sapi-fatmawati,Fatmawati , Indonesia,3.9,3.9,3.7,4.2,4.3,Senin - Minggu (12:00 - 20:00),"Tunai, Debet, Go-pay, Ovo, Dana",WifiPesan antar100% HalalBisa reservasiArea parkir,"Jl. Cipete Raya No. 8C (Lantai 2), Fatmawati, Jakarta Selatan",085780546162,Di bawah Rp. 50.000 /orang
"Gubug Makan Mang Engking 
                [ Indonesia ]",https://pergikuliner.com/restaurants/bekasi/gubug-makan-mang-engking-bekasi-utara,Bekasi Utara , Indonesia,4.0,4.6,4.4,4.1,4.0,Senin - Minggu (10:00 - 22:00),"Tunai, Visa, Master, Debet, Go-pay, Ovo, Dana",WifiArea merokokArea outdoor100% HalalRuang VIPBisa reservasiArea parkir,"Jl. Bulevar Utara Blok L No. 2, Bekasi Utara, Bekasi","021 89452233,  081398127787",Rp. 50.000 - Rp. 100.000 /orang
"Emji Coffee Bar 
                [ Kafe ]",https://pergikuliner.com/restaurants/jakarta/emji-coffee-bar-pluit,Pluit , Kafe,4.1,4.5,4.0,4.4,4.4,Senin - Minggu (09:00 - 21:00),"Tunai, Visa, Master, Debet, Go-pay",WifiArea merokokArea outdoorBisa reservasiArea parkir,"Graha Mediterania GroupJl. Pluit Selatan Raya No. 8A, Pluit, Penjaringan, Jakarta Utara","021 6698000,  081776528000",Di bawah Rp. 50.000 /orang
"Kopi Mandja 
                [ Kafe ]",https://pergikuliner.com/restaurants/jakarta/kopi-mandja-kebayoran-baru,Kebayoran Baru , Kafe,4.4,3.8,4.5,4.6,4.4,Senin - Minggu (08:00 - 20:00),"Tunai, Go-pay, Ovo",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"Jl. Hang Tuah Raya No. 7, Kebayoran Baru, Jakarta Selatan",085810937520,Di bawah Rp. 50.000 /orang
"Hallo Surabaya Heritage 
                [ Indonesia ]",https://pergikuliner.com/restaurants/surabaya/hallo-surabaya-heritage-tegalsari,Tegalsari , Indonesia,4.1,4.4,4.0,4.2,4.3,Senin - Minggu (10:00 - 22:00),"Tunai, Visa, Master, Debet, Ovo",WifiArea merokokArea outdoor100% HalalRuang VIPBisa reservasiArea parkir,"Jl. R.A Kartini No. 12, Tegalsari, Surabaya",082277782277,Rp. 50.000 - Rp. 100.000 /orang
"Greens Foods and View 
                [ Kafe ]",https://pergikuliner.com/restaurants/bandung/greens-foods-and-view-surapati,Surapati , Kafe,4.1,4.3,4.0,4.3,4.4,"Selasa - Minggu (10:00 - 22:00), Senin Tutup","Tunai, Debet, Go-pay, Ovo, Dana",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"Jl. Bojong Koneng Atas No. 99D, Surapati, Bandung","08156224010,  081573202840",Rp. 50.000 - Rp. 100.000 /orang
"Sushi Go! 
                [ Jepang ]",https://pergikuliner.com/restaurants/jakarta/sushi-go-grogol,Grogol , Jepang,4.1,4.1,4.4,4.2,4.3,Senin - Minggu (10:00 - 22:00),"Hanya Non-Tunai: Visa, Master, Debet, Go-pay, Ovo, Dana",100% HalalArea parkir,"Mall Ciputra Jakarta, Lantai Lower GroundJl. Arteri S. Parman, Grogol, Jakarta Barat",021 5662266,Rp. 50.000 - Rp. 100.000 /orang
"Maeko 
                [ Toko Kue ]",https://pergikuliner.com/restaurants/jakarta/maeko-scbd,SCBD , Toko Kue,4.1,4.2,4.1,4.4,4.4,Senin - Minggu (10:00 - 22:00),Tunai,100% HalalArea parkir,"ASHTA District 8, Lantai 1Jl. Jenderal Sudirman Kav. 52 - 53, SCBD, Kebayoran Baru, Jakarta Selatan",085161596731,Di bawah Rp. 50.000 /orang
"Ow My Plate 
                [ Jepang ]",https://pergikuliner.com/restaurants/jakarta/ow-my-plate-meruya,Meruya , Jepang,4.2,4.2,4.3,4.1,4.1,Senin - Minggu (11:00 - 23:00),"Tunai, Visa, Master, Debet",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"Jl. Raya Joglo No. 28, Meruya, Jakarta Barat",0895326330759,Di bawah Rp. 50.000 /orang
"Cinnamon - Mandarin Oriental Hotel 
                [ Barat,Indonesia,China ]",https://pergikuliner.com/restaurants/jakarta/cinnamon-mandarin-oriental-hotel-thamrin,Thamrin ," Barat,Indonesia,China",4.3,4.2,3.6,4.5,4.5,Senin - Minggu (06:00 - 22:00),"Tunai, Visa, Master, Debet",WifiArea merokokArea outdoorRuang VIPBisa reservasiArea parkirAlkohol,"Mandarin Oriental Hotel, Lantai LobbyJl. MH Thamrin, Thamrin, Jakarta Pusat","021 29938888,  021 29938820",Di atas Rp. 200.000 /orang
"Dailydose Coffee & Eatery 
                [ Kafe ]",https://pergikuliner.com/restaurants/bogor/dailydose-coffee-dan-eatery-bogor-tengah,Bogor Tengah , Kafe,4.2,4.3,4.1,3.9,4.2,Senin - Minggu (10:00 - 22:00),"Tunai, Debet, Go-pay, Ovo, Dana",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"Hotel Permata, Lantai LobbyJl. Raya Pajajaran No. 35, Bogor Tengah, Bogor",081387489046,Di bawah Rp. 50.000 /orang
"Waha Kitchen - Kosenda Hotel 
                [ Indonesia ]",https://pergikuliner.com/restaurants/jakarta/waha-kitchen-kosenda-hotel-tanah-abang,Tanah Abang , Indonesia,4.2,4.7,3.3,4.1,4.2,24 Jam,"Tunai, Visa, Master, Debet",WifiArea merokokArea outdoor24 Jam100% HalalBisa reservasiArea parkirAlkohol,"Kosenda HotelJl. KH Wahid Hasyim No. 127, Tanah Abang, Jakarta Pusat",021 31936868,Rp. 100.000 - Rp. 200.000 /orang
"Toko Kopi Seduh 
                [ Kafe ]",https://pergikuliner.com/restaurants/jakarta/toko-kopi-seduh-jagakarsa,Jagakarsa , Kafe,4.4,4.4,4.0,4.3,4.3,Senin - Minggu (07:00 - 23:00),"Tunai, Visa, Master, Debet, Go-pay, Ovo, Dana",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"Jl. Durian Raya No. 15, Jagakarsa, Jakarta Selatan",085692957030,Di bawah Rp. 50.000 /orang
"Penang Bistro 
                [ Malaysia ]",https://pergikuliner.com/restaurants/jakarta/penang-bistro-menteng,Menteng , Malaysia,4.3,4.6,3.8,3.8,4.0,Senin - Minggu (11:00 - 22:00),"Tunai, Visa, Master, Debet",WifiArea merokok100% HalalRuang VIPBisa reservasiArea parkirAlkohol,"Jl. Kebon Sirih No. 59, Menteng, Jakarta Pusat",021 31906000,Rp. 100.000 - Rp. 200.000 /orang
"Starbucks 
                [ Kafe ]",https://pergikuliner.com/restaurants/jakarta/starbucks-grogol-2,Grogol , Kafe,4.3,4.3,3.8,4.2,4.2,"Senin - Jumat (07:00 - 20:00), Sabtu - Minggu Tutup","Tunai, Visa, Master, Debet",Wifi100% HalalArea parkir,"Universitas Tarumanagara 1Jl. Letjen S. Parman No. 1, Grogol, Jakarta Barat",021 22562644,Rp. 50.000 - Rp. 100.000 /orang
"Bentoya 
                [ Jepang ]",https://pergikuliner.com/restaurants/surabaya/bentoya-gubeng,Gubeng , Jepang,4.5,4.0,3.8,4.3,4.3,Senin - Minggu (10:00 - 20:00),"Tunai, Visa, Master, Debet, Go-pay, Ovo, Dana",Wifi100% HalalBisa reservasiArea parkirAlkohol,"Grand City Mall, Lantai 4Jl. Gubeng Pojok No. 1, Gubeng, Surabaya","031 52405781,  081333223913",Rp. 100.000 - Rp. 200.000 /orang
"Carl's Jr. 
                [ Barat ]",https://pergikuliner.com/restaurants/surabaya/carl-s-jr-kertajaya,Kertajaya , Barat,4.4,3.8,4.2,3.9,4.1,"Senin - Kamis (07:00 - 01:00), Kamis - Jumat (07:00 - 02:00), Sabtu - Minggu (07:00 - 01:00)","Tunai, Visa, Master, Debet",WifiPesan antarArea merokokArea outdoor24 Jam100% HalalBisa reservasiArea parkir,"Jl. Raya Kertajaya Indah No. 29, Kertajaya, Surabaya","1500992,  031 5952882",Rp. 50.000 - Rp. 100.000 /orang
"Kitchenette 
                [ Barat,Italia ]",https://pergikuliner.com/restaurants/jakarta/kitchenette-scbd,SCBD ," Barat,Italia",4.1,4.2,3.7,4.2,4.2,Senin - Minggu (10:00 - 22:00),"Tunai, Visa, Master, Debet, Go-pay, Ovo, Dana",WifiArea merokokRuang VIPBisa reservasiArea parkirAlkohol,"Pacific Place Mall, Lantai 1Jl. Jenderal Sudirman, SCBD, Kebayoran Baru, Jakarta Selatan",021 29035915,Rp. 100.000 - Rp. 200.000 /orang
"The Harvest 
                [ Toko Kue ]",https://pergikuliner.com/restaurants/surabaya/the-harvest-wonokromo,Wonokromo , Toko Kue,4.3,4.3,3.8,4.3,4.4,"Senin - Sabtu (07:00 - 22:00), Minggu (08:00 - 22:00)","Tunai, Visa, Master, Debet",WifiPesan antarArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"Jl. Bengawan No. 39, Wonokromo, Surabaya",031 5616263,Rp. 100.000 - Rp. 200.000 /orang
"Paris Baguette 
                [ Kafe ]",https://pergikuliner.com/restaurants/jakarta/paris-baguette-senayan,Senayan , Kafe,4.3,4.1,4.0,4.1,4.1,Senin - Minggu (10:00 - 22:00),"Tunai, Visa, Master, Debet",Wifi100% HalalBisa reservasiArea parkir,"Senayan City, Lantai Lower GroundJl. Asia Afrika, Senayan, Jakarta Selatan",08118058989,Rp. 100.000 - Rp. 200.000 /orang
"Pison 
                [ Kafe ]",https://pergikuliner.com/restaurants/jakarta/pison-thamrin,Thamrin , Kafe,4.2,4.1,3.7,4.4,4.1,Senin - Minggu (08:00 - 22:00),"Tunai, Visa, Master, Debet",Area merokokArea outdoor100% HalalBisa reservasiArea parkirAlkohol,"Jl. Teluk Betung No. 33, Thamrin, Jakarta Pusat",085943133040,Rp. 100.000 - Rp. 200.000 /orang
Mitch & Elle,https://pergikuliner.com/restaurants/surabaya/mitch-dan-elle-dukuh-pakis,,,4.0,4.9,3.9,4.4,4.4,Senin - Minggu (11:00 - 21:00),"Tunai, Visa, Master, Debet",WifiBisa reservasiArea parkirAlkohol,"Spazio BuildingJl. Mayjend Yono Soewoyo No. 35, Dukuh Pakis, Surabaya",031 99142566,Rp. 50.000 - Rp. 100.000 /orang
"Nomadic 
                [ Kafe ]",https://pergikuliner.com/restaurants/bandung/nomadic-sukajadi,Sukajadi , Kafe,4.4,4.6,4.0,4.1,4.1,Senin - Minggu (08:00 - 23:00),"Tunai, Debet, Go-pay, Ovo, Dana",WifiArea merokokArea outdoor100% HalalRuang VIPBisa reservasiArea parkir,"Jl. Jurang No. 94, Sukajadi, Bandung",087752721532,Rp. 50.000 - Rp. 100.000 /orang
"Shuka Mie 
                [ Indonesia ]",https://pergikuliner.com/restaurants/bandung/shuka-mie-riau,Riau , Indonesia,4.3,4.1,4.1,4.1,4.2,Senin - Minggu (09:00 - 19:00),"Tunai, Debet, QRIS",Area merokokArea outdoor100% HalalBisa reservasiArea parkir,"Jl. Nanas No. 22, Riau, Bandung( Alamat Lama:Balubur Town Square, Lantai 3, Foodcourt, Jl. Tamansari No. 33, Dago Bawah, Bandung)",,Di bawah Rp. 50.000 /orang
"Hanamasa 
                [ Jepang ]",https://pergikuliner.com/restaurants/surabaya/hanamasa-gubeng,Gubeng , Jepang,4.7,4.3,4.0,4.3,4.3,Senin - Minggu (11:00 - 22:00),"Tunai, Visa, Master, Debet, Go-pay, Ovo, Dana",Wifi100% HalalBisa reservasiArea parkir,"Jl. Gubeng Pojok No. 31, Gubeng, Surabaya","031 5340446,  081228285567",Di atas Rp. 200.000 /orang
"Lula Kitchen & Coffee 
                [ Kafe ]",https://pergikuliner.com/restaurants/jakarta/lula-kitchen-dan-coffee-panglima-polim,Panglima Polim , Kafe,4.1,4.4,3.7,4.0,4.1,Senin - Minggu (07:00 - 22:00),Tunai,WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"Jl. Panglima Polim V No. 25 - 27, Panglima Polim, Kebayoran Baru, Jakarta Selatan",082112781944,Rp. 50.000 - Rp. 100.000 /orang
"Lao Lao Huo Guo 
                [ China ]",https://pergikuliner.com/restaurants/jakarta/lao-lao-huo-guo-puri,Puri , China,4.3,4.2,3.4,4.3,4.3,"Senin - Sabtu (11:00 - 22:00), Minggu (10:00 - 22:00)","Tunai, Visa, Master, Debet",WifiRuang VIPBisa reservasiArea parkirAlkohol,"Jl. Pesanggrahan No. 168, Puri, Jakarta Barat","081317986535,  021 22586678",Rp. 100.000 - Rp. 200.000 /orang
"Haben Kedai Kopi 
                [ Kafe ]",https://pergikuliner.com/restaurants/bandung/haben-kedai-kopi-astana-anyar,Astana Anyar , Kafe,3.9,4.1,4.3,3.8,4.3,Senin - Minggu (08:00 - 21:00),"Tunai, Visa, Master, Debet, Go-pay, Ovo",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"Jl. Kalipah Apo No. 7, Astana Anyar, Bandung",081299899585,Di bawah Rp. 50.000 /orang
"Song Fa Bak Kut Teh 
                [ China ]",https://pergikuliner.com/restaurants/tangerang/song-fa-bak-kut-teh-alam-sutera,Alam Sutera , China,4.3,3.9,3.7,4.0,4.1,Senin - Minggu (10:00 - 22:00),"Tunai, Visa, Master, Debet",Bisa reservasiArea parkir,"Living World, Lantai Ground, Loft De LuxeJl. Alam Sutera Boulevard, Alam Sutera, Serpong, Tangerang Selatan( Alamat Lama:MaxxBox Lippo Village, Lantai Ground, Jl. Boulevard Jendral Sudirman, Karawaci, Tangerang)",021 29211934,Rp. 50.000 - Rp. 100.000 /orang
"Ramen SeiRock-Ya 
                [ Jepang ]",https://pergikuliner.com/restaurants/tangerang/ramen-seirock-ya-karawaci,Karawaci , Jepang,4.2,3.9,3.7,4.4,4.3,Senin - Minggu (10:00 - 22:00),"Tunai, Visa, Master, Debet",Wifi100% HalalBisa reservasiArea parkir,"Supermal Karawaci, Lantai Upper GroundJl. Boulevard Diponegoro No. 105, Karawaci, Tangerang",021 5465092,Rp. 50.000 - Rp. 100.000 /orang
"Seribu Rasa 
                [ Indonesia ]",https://pergikuliner.com/restaurants/jakarta/seribu-rasa-karet-kuningan,Karet Kuningan , Indonesia,4.2,4.7,3.3,4.2,4.6,Senin - Minggu (10:00 - 22:00),"Tunai, Visa, Master, Debet",Wifi100% HalalRuang VIPBisa reservasiArea parkirAlkohol,"Lotte Mall Jakarta, Lantai 3Jl. Prof Dr Satrio, Karet Kuningan, Setiabudi, Jakarta Selatan","021 29889318,  021 29889319",Rp. 100.000 - Rp. 200.000 /orang
"Berlalu 
                [ Kafe ]",https://pergikuliner.com/restaurants/bandung/berlalu-cipaganti,Cipaganti , Kafe,4.0,4.3,4.1,4.3,4.3,Senin - Minggu (08:00 - 22:00),"Tunai, Debet, Go-pay, Ovo, Dana",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"Jl. Prof. Eyckman No. 26, Cipaganti, Bandung",085156815611,Rp. 50.000 - Rp. 100.000 /orang
"Cinnabon 
                [ Toko Roti ]",https://pergikuliner.com/restaurants/jakarta/cinnabon-kelapa-gading,Kelapa Gading , Toko Roti,4.3,3.7,4.2,4.2,4.5,Senin - Minggu (10:00 - 22:00),"Tunai, Visa, Master, Debet, Go-pay, Ovo, Dana",Wifi100% HalalArea parkir,"Mal Kelapa Gading 2, Lantai GroundJl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",081258788830,Di bawah Rp. 50.000 /orang
"Toko Kopi Tuku 
                [ Kafe ]",https://pergikuliner.com/restaurants/jakarta/toko-kopi-tuku-blok-m,Blok M , Kafe,4.3,3.5,4.4,4.5,4.1,Senin - Minggu (07:00 - 22:00),"Tunai, Visa, Master, Debet",Area merokok100% HalalArea parkir,"Jl. Sultan Hasanudin Dalam No. 25, Blok M, Kebayoran Baru, Jakarta Selatan",08119960762,Di bawah Rp. 50.000 /orang
"Kappa Sushi 
                [ Jepang ]",https://pergikuliner.com/restaurants/jakarta/kappa-sushi-slipi,Slipi , Jepang,4.1,3.9,3.8,4.3,4.3,Senin - Minggu (10:00 - 22:00),"Tunai, Visa, Master, Debet, Go-pay, Ovo",Wifi100% HalalBisa reservasiArea parkir,"Central Park, Lantai Lower GroundJl. Letjen S. Parman, Slipi, Jakarta Barat",021 56985174,Di atas Rp. 200.000 /orang
"Cremeria di Dee 
                [ Es Krim ]",https://pergikuliner.com/restaurants/bandung/cremeria-di-dee-ciumbuleuit,Ciumbuleuit , Es Krim,3.9,4.5,3.6,4.2,4.1,Senin - Minggu (08:00 - 21:00),"Tunai, Visa, Master, Debet, Go-pay, Ovo, Dana",WifiPesan antarArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"Jl. Ranca Bentang No. 2C, Ciumbuleuit, Bandung",081311412502,Di bawah Rp. 50.000 /orang
